,college,program_name,course_title,program_category,course_description,city,state,zip_code,country,residential,application,transcript,letter_of_recommendation,counselor_report,test_scores,toefl_or_english_exam,app_fee,app_date,enrollment_fee,credit_offerred,tuition,start_date,end_date,eligibility_requirements,grades,link
85,Northwestern University,Center for Talent Development,Math in the Animal World AM (PreK - K),Mathematics,"This course runs Monday through Friday, July 24 – July 28. Would a sprinting cheetah beat a speeding porpoise in a race? How far do geese migrate each year? Young mathematicians use numbers to tackle story problems, carry out simple data experiments and describe behavior in the fascinating world of animals. Compare differences among animal species and the things our favorite animals can do as you build analytical and computational skills through data comparisons, single-digit multiplication and algebraic equations.",Evanston,IL,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$365,"July 28, 2023","July 24, 2023 ",,9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1023"
86,Northwestern University,Center for Talent Development,"Mirror, Mirror: Multimedia Analysis of the Evolution of Folktales",English & Language Arts,"This is a 1 credit equivalent, flexibly paced, asynchronous Honors course within the Online Honors Program. Students can expect 6-8 hours of coursework per week and have 14-18 weeks to complete the course depending on start date.This course focuses on stories and how they come to take on the shape they do. It will give students experience in researching and writing analytic essays focused on how literary motifs find their way into the world’s different and diverse cultures; starting with some of the simplest, fairy tales and progressing to some of the most complex works of world literature, Shakespeare, art, and music, ballet and opera.",Online,Online,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$785,"January 11, 2024","September 6, 2023 ","
95th percentile or above on a nationally normed, standardized grade-level achievement test, or
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or 
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available).  
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1108"
87,Northwestern University,Center for Talent Development,Morton School - 1st Grade: July 17 to July 21,Science,"This course is for students enrolled in 1st grade for the 2023-2024 school year at Morton School of Excellence, only. This course (Grossology) runs Monday through Friday, July 17 – July 21, from 9am  4pm.  ",Chicago,IL,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$700,"July 21, 2023","July 17, 2023 ",,9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1143"
88,Northwestern University,Center for Talent Development,Morton School - 1st Grade: July 24 to July 28,Science,"This course is for students enrolled in 1st Grade for the 2023-2024 school year at Morton School of Excellence, only. This course (Animal Adaptations: Zoology) runs Monday through Friday, July 24 – July 28, from 9am - 4pm.  ",Chicago,IL,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$700,"July 28, 2023","July 24, 2023 ",,9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1144"
89,Northwestern University,Center for Talent Development,Morton School - Kindergarten: July 17 to July 21,Science,"This course is for students enrolled in Kindergarten for the 2023-2024 school year at Morton School of Excellence, only. This course runs Monday through Friday, July 17 – July 21, and includes Puppet Productions, from 9am - noon, and Doctors and Dentists from 1pm - 4pm.  ",Chicago,IL,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$700,"July 21, 2023","July 17, 2023 ",,9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1142"
90,Northwestern University,Center for Talent Development,Mouse House:  Tiny Habitats in Stories and Nature PM (PreK - K),English & Language Arts,"This course runs Monday through Friday, July 31 – Aug 4. Storybook mice, such as Stuart Little, fascinate readers with their tiny furniture and cozy little living spaces. Students explore how the homes of fictional characters compare to the habitats of real mice and other small animals. Read-alouds and storytelling combine with an introduction to research skills, critical thinking, and creative writing.",Chicago,IL,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$365,"August 4, 2023","July 31, 2023 ",,9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1025"
91,Northwestern University,Center for Talent Development,Neuroscience Honors,Science,"This is a 2 credit equivalent, flexibly paced, asynchronous Honors course within the Online Honors Program. Students can expect 6-8 hours of coursework per week and have 30-34 weeks to complete the course depending on start date.The field of neuroscience encompasses the interdisciplinary principles of biology, chemistry, anatomy, physiology and psychology. Students explore topics from the anatomy and physiology of the brain to mental disorders associated with brain dysfunction. Activities include readings, discussion and participation in laboratory activities, such as a virtual eye dissection and the opportunity to analyze sleep data online. This advanced course is appropriate for high school students interested in pursuing advanced courses in biology or psychology and equivalent to an introductory college level course.",Online,Online,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$1285,"May 6, 2024","September 6, 2023 ","
95th percentile or above on a nationally normed, standardized grade-level achievement test, or
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or 
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available).  
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1126"
92,Northwestern University,Center for Talent Development,Novel Engineering (Gr. 4-5),English & Language Arts,"This course runs Monday through Friday, July 31 – Aug 4.  How do we visualize what we read in literature? Could you draw a Quidditch field? Or design the central intelligence building on the dark planet of Camazotz? In this arts-integrated course, read and analyze excerpts from a variety of novels and then design an environment not yet visualized from those stories. Projects involve creative writing, drawing and constructing three-dimensional structures.",Chicago,IL,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$700,"August 4, 2023","July 31, 2023 ","
90th percentile or above on a nationally normed, standardized grade-level achievement test, or 
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available). Please note: Admission portfolio option is not available for all age levels in all programs.
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1056"
93,Northwestern University,Center for Talent Development,Novel Engineering (Gr. 4-5),English & Language Arts,"This course runs Monday through Friday, July 24 – July 28. How do we visualize what we read in literature? Could you draw a Quidditch field? Or design the central intelligence building on the dark planet of Camazotz? In this arts-integrated course, read and analyze excerpts from a variety of novels and then design an environment not yet visualized from those stories. Projects involve creative writing, drawing and constructing three-dimensional structures.",Evanston,IL,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$700,"July 28, 2023","July 24, 2023 ","
90th percentile or above on a nationally normed, standardized grade-level achievement test, or 
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available). Please note: Admission portfolio option is not available for all age levels in all programs.
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1055"
94,Northwestern University,Center for Talent Development,Personal Narrative: Multimedia Storytelling (Gr. 4-5),English & Language Arts,"This course runs Monday through Friday, July 10 – July 14. Podcasts, films and social media threads: There are so many ways to tell a story in our modern world. How do we choose the best format to share personal narratives? How do you ensure your voice is heard? Students explore how to highlight the most important parts of a personal narrative in diverse media formats. In this writer’s workshop-style course, discover new ways to tell stories, using various types of media.",Evanston,IL,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$700,"July 14, 2023","July 10, 2023 ","
90th percentile or above on a nationally normed, standardized grade-level achievement test, or 
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available). Please note: Admission portfolio option is not available for all age levels in all programs.
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1054"
95,Northwestern University,Center for Talent Development,Physics Honors,Science,"This is a 2 credit equivalent, flexibly paced, asynchronous Honors course within the Online Honors Program. Students can expect 6-8 hours of coursework per week and have 30-34 weeks to complete the course depending on start date.Physics Honors is an introductory course covering topics equivalent to a full year of high school Physics at the Honors level. Apply the universal principles of physics, gain an appreciation of mathematics, and develop your understanding of the major concepts via hands-on experiments, virtual simulations, and investigations. Students will study Newtonian physics, electricity and magnetism, waves and optics, and early modern physics.
 ",Online,Online,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$1285,"May 6, 2024","September 6, 2023 ","
95th percentile or above on a nationally normed, standardized grade-level achievement test, or
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or 
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available).  
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1125"
96,Northwestern University,Center for Talent Development,Physics: Force and Motion (Gr. 3-4),Science,"This course runs Monday through Friday, July 24 – July 28. . In this fast-paced course, students investigate and apply physics principles by designing and building objects and vehicles that move and crash. What begins as a question of speed becomes a fun ride on the road of creative reinvention, where design-engineering skills get better with every test drive. Discuss physics examples from human history and the animal world. Skills in computational thinking, observation and data collection are critical for the ongoing study of engineering, physics and other lab sciences.",Chicago,IL,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$700,"July 28, 2023","July 24, 2023 ","
90th percentile or above on a nationally normed, standardized grade-level achievement test, or 
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available). Please note: Admission portfolio option is not available for all age levels in all programs.
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1036"
97,Northwestern University,Center for Talent Development,Physics: Force and Motion (Gr. 3-4),Science,"This course runs Monday through Friday, July 31 – Aug 4.  In this fast-paced course, students investigate and apply physics principles by designing and building objects and vehicles that move and crash. What begins as a question of speed becomes a fun ride on the road of creative reinvention, where design-engineering skills get better with every test drive. Discuss physics examples from human history and the animal world. Skills in computational thinking, observation and data collection are critical for the ongoing study of engineering, physics and other lab sciences.",Evanston,IL,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$700,"August 4, 2023","July 31, 2023 ","
90th percentile or above on a nationally normed, standardized grade-level achievement test, or 
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available). Please note: Admission portfolio option is not available for all age levels in all programs.
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1037"
98,Northwestern University,Center for Talent Development,Pre-Algebra Honors,Mathematics,"This is a three-week, 1-credit course within the CTD Academic Summer Camp for Grades 6-8, meeting in-person Monday-Friday from 9am – 3 pm CDT.  Pre-Algebra Honors covers a yearlong pre-algebra curriculum, including traditional topics such as properties of rational numbers, algebraic equations, geometric figures, ratio, proportion, percent, exponents and radicals, inequalities, the coordinate plane, areas and volumes, probability, and statistics. This course is designed for accelerated math students who are looking to take Algebra I in the fall. Students completing Pre-Algebra are prepared for Algebra I and Java programming courses.  ",Evanston,IL,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$2660,"August 4, 2023","July 16, 2023 ","
Requisite scores on above-grade-level test through CTD Assessment (formerly NUMATS) or similar program:

	
PSAT 8/9®, SCAT, or I-Excel test taken in grade 5 or 6 (if applying as a 7th or 8th grade student)
ACT® or SAT® test taken in grade 6, 7, 8 or 9, or


Requisite scores on ACT®, SAT®, PreACT®, or PSAT/NMSQT® test taken in grade 10 or 11, or
Successful completion, within the past two years, of a previous CTD Indigo Tier course with the same qualifying subject area criteria, or
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available).
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1068"
99,Northwestern University,Center for Talent Development,Pre-Algebra I (6-8),Mathematics,"This is a 9-week, asynchronous, flexibly paced course within the Online Core Essentials Program. Students should expect 2-5 hours of course work per week.Build your foundation in Pre-Algebra. Learn variables, expressions, and integers, how to solve equations and inequalities, and factors, fractions, and exponents. Understand how to apply mathematical properties and operations to simplify expressions and solve equations. Share your ideas while looking for alternative ways to solve problems more efficiently or with more complexity. ",Online,Online,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$635,"November 15, 2023","September 13, 2023 ","
90th percentile or above on a nationally normed, standardized grade-level achievement test, or 
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available). Please note: Admission portfolio option is not available for all age levels in all programs.
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1133"
100,Northwestern University,Center for Talent Development,Pre-Algebra II (6-8),Mathematics,"This is a flexibly paced course. Students have up to 9 weeks to complete the course.This course is a continuation of Pre-Algebra I. Topics include variables, expressions, and integers, solving equations and inequalities, factors, fractions, and exponents, rational numbers, ratio and proportions, and percent. Successful completion of this two-course series provides a solid foundation for Algebra I Honors.",Online,Online,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$635,"November 15, 2023","September 13, 2023 ","
90th percentile or above on a nationally normed, standardized grade-level achievement test, or 
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available). Please note: Admission portfolio option is not available for all age levels in all programs.
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1134"
101,Northwestern University,Center for Talent Development,Pre-Calculus Honors,Mathematics,"This is a three-week, 2-credit course within the CTD Academic Summer Camp for Grades 9-12, meeting in-person Monday-Friday from 9am – 3 pm CDT. Build upon advanced algebra. Topics include linear, quadratic, polynomial, exponential, logarithmic, and trigonometric functions. Students apply vectors, sequences, series, and matrices to solve problems. Advanced topics include functions and graphs, trigonometry, and discrete mathematics. Pre-Calculus Honors is a full-year high school course in an accelerated format and prepares students for taking AP® Calculus AB.   
OFFERED: June 25 – July 14, 2023  and July 16 – August 4, 2023  ",Evanston,IL,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$2660,"August 4, 2023","July 16, 2023 ","
Requisite scores on above-grade-level test through CTD Assessment (formerly NUMATS) or similar program:

	
PSAT 8/9®, SCAT, or I-Excel test taken in grade 5 or 6 (if applying as a 7th or 8th grade student)
ACT® or SAT® test taken in grade 6, 7, 8 or 9, or


Requisite scores on ACT®, SAT®, PreACT®, or PSAT/NMSQT® test taken in grade 10 or 11, or
Successful completion, within the past two years, of a previous CTD Indigo Tier course with the same qualifying subject area criteria, or
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available).
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1079"
102,Northwestern University,Center for Talent Development,Pre-Calculus Honors,Mathematics,"This is a 2 credit equivalent, flexibly paced, asynchronous Honors course within the Online Honors Program. Students can expect 6-8 hours of coursework per week and have 30-34 weeks to complete the course depending on start date.This course covers topics in the fields of functions and graphs, polynomials, logarithms and exponentials, analytic trigonometry, systems of equations and inequalities, matrices, sequence/series and probability, analytic geometry and limits. While some of the content ovelaps with a traditional Alg II/Trig course, Pre-Calculus Honors goes into further depth and rigor. There are self-check assessments included in each chapter and a quiz at the end of each chapter. There are 5 unit tests through the course that must be proctored. This course is designed to prepare a student for success in AP Calculus AB by providing strong foundations in functions, trigonometry and mathematical modeling.",Online,Online,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$1285,"May 6, 2024","September 6, 2023 ","
95th percentile or above on a nationally normed, standardized grade-level achievement test, or
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or 
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available).  
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1122"
103,Northwestern University,Center for Talent Development,Pre-Med: Pathophysiology,Science,"This is a 1 credit equivalent, flexibly paced, asynchronous Honors course within the Online Honors Program. Students can expect 8-10 hours of coursework per week and have 13-15 weeks to complete the course depending on start date.Pathophysiology is the study of diseases in the human body.This course will focus on cell structure, the human body’s defense mechanisms, and the disease development process.Students will become acquainted with human body systems, learn how diseases andillness can afflict different parts of the body via the body systems and the role of genes and chromosomes.This course is a good precursor to advanced classes in biology, anatomy & physiology and medical sciences.",Online,Online,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$785,"January 11, 2024","September 6, 2023 ","
95th percentile or above on a nationally normed, standardized grade-level achievement test, or
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or 
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available).  
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1105"
104,Northwestern University,Center for Talent Development,Principles of Genetic Engineering,Science,"This is a three-week, 1-credit course within the CTD Academic Summer Camp for Grades 9-12, meeting in-person Monday-Friday from 9am – 3 pm CDT. The twenty-first century has been described as the “Age of Genetics.” Explore the principles of genetics and molecular methods that scientists use in recombinant DNA technology. Understand how recombinant molecules are generated, applied in medicine, and used to create genetically modified organisms. Engage in bioethical discussions, design original lab research. 
OFFERED: July 16 – August 4, 2023 ",Evanston,IL,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$2660,"August 4, 2023","July 16, 2023 ","
Requisite scores on above-grade-level test through CTD Assessment (formerly NUMATS) or similar program:

	
PSAT 8/9®, SCAT, or I-Excel test taken in grade 5 or 6 (if applying as a 7th or 8th grade student)
ACT® or SAT® test taken in grade 6, 7, 8 or 9, or


Requisite scores on ACT®, SAT®, PreACT®, or PSAT/NMSQT® test taken in grade 10 or 11, or
Successful completion, within the past two years, of a previous CTD Indigo Tier course with the same qualifying subject area criteria, or
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available).
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1084"
105,Northwestern University,Center for Talent Development,Psychology,Arts & Humanities,"This is a 1 credit equivalent, flexibly paced, asynchronous Honors course within the Online Honors Program. Students can expect 6-8 hours of coursework per week and have 14-18 weeks to complete the course depending on start date.This course is designed to familiarize students with the scientific study of the behavior and mental processes of humans and animals. This course exposes students to how psychologists generate hypotheses from various perspectives: questions about the relationship between the brain and behavior, perception, learning, cognition, development, social behavior, psychopathology, and psychotherapy. Students will also investigate the various methods psychologists utilize to answer research questions and become acquainted with many of the most significant findings in the field of psychology. The course emphasizes thinking critically about psychological evidence to evaluate the validity of the findings and discovering how psychology is relevant to important issues in everyday life.",Online,Online,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$785,"January 11, 2024","September 6, 2023 ","
95th percentile or above on a nationally normed, standardized grade-level achievement test, or
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or 
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available).  
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1107"
106,Northwestern University,Center for Talent Development,Public Health: Preventing Global Catastrophes,Science,"This is a three-week course within the CTD Academic Summer Camp for Grades 9-12, meeting in-person Monday-Friday from 9am – 3 pm CDT. Can we predict the next pandemic? Approach public health through a multifaceted lens to study the emergence, spread, and responses to diseases. Model disease transmission to make informed public policy recommendations. This course prepares students for future studies in health sciences, public health, public policy, and business. ",Evanston,IL,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$2660,"August 4, 2023","July 16, 2023 ","
95th percentile or above on a nationally normed, standardized grade-level achievement test, or
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or 
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available).  
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1080"
107,Northwestern University,Center for Talent Development,Puppet Productions AM (PreK - K),English & Language Arts,"This course runs Monday through Friday, July 10 – July 14. Puppets help us become better storytellers. Young storytellers learn about character, story sequence, and the structure of puppet plays. Through storytelling, role-playing, and other interactive activities, students extend their organizational and language skills. In collaboration with their classmates, students create, share and perform original stories.",Evanston,IL,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$365,"July 14, 2023","July 10, 2023 ",,9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1024"
108,Northwestern University,Center for Talent Development,Race and Justice in America (9-10),Leadership & Service,"A critical race studies course within the Leadership Intensive series. This course is 2 weeks with live online class meetings on Mondays, Wednesdays, and Fridays from 10 a.m. – 12 p.m. CDT (UTC-05:00). Students should expect 6-7 hours of independent course work per week.The U.S. is seemingly at a precipice in grappling with its complicated history of race relations. Structural racism is part of the American story, and has had far-reaching repercussions in all areas of modern life, including education, politics, business, and security. This course provides a primer for understanding the present-day challenges of diverse racial groups in America as well as movements and leaders that are working for equality and justice. ",Online,Online,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$635,"August 4, 2023","July 24, 2023 ","
90th percentile or above on a nationally normed, standardized grade-level achievement test, or 
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available). Please note: Admission portfolio option is not available for all age levels in all programs.
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1100"
109,Northwestern University,Center for Talent Development,Raise Your Voice (7-8),Leadership & Service,"A public speaking-focused course within the Leadership Intensive series. This course is 2 weeks with live online class meetings on Mondays, Wednesdays, and Fridays from 10AM – 12PM CDT (UTC-05:00). Today more than ever, young people have a voice on a global level. Build your capacity to engage, inspire, and motivate your peers through various channels, including the use of social media. Sharpen your skills in preparing and delivering a speech, asking thoughtful questions, and targeting your message through interactive workshops and collaborative projects. Learn to communicate with clarity and confidence!  ",Online,Online,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$635,"July 21, 2023","July 10, 2023 ","
90th percentile or above on a nationally normed, standardized grade-level achievement test, or 
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available). Please note: Admission portfolio option is not available for all age levels in all programs.
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1094"
110,Northwestern University,Center for Talent Development,Robotics with Microcontrollers (Gr. 4-5),Technology & Engineering,"This course runs Monday through Friday, July 31 – Aug 4.  A working robot is the result of both programming expertise and an effective design engineering process. Through their input/output ports, microcontrollers actuate motors, lights, sensors and sounds. Students gain hands-on experience designing, building and programming responsive, kinetic structures and/or robots using visual programming languages and microcontrollers. Through exploration and collaboration, sharpen the design and computational thinking skills needed to build the next great robot.",Chicago,IL,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$700,"August 4, 2023","July 31, 2023 ","
90th percentile or above on a nationally normed, standardized grade-level achievement test, or 
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available). Please note: Admission portfolio option is not available for all age levels in all programs.
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1045"
111,Northwestern University,Center for Talent Development,Spanish I Honors,English & Language Arts,"This is a 2 credit equivalent, flexibly paced, asynchronous Honors course within the Online Honors Program. Students can expect 6-8 hours of coursework per week and have 30-34 weeks to complete the course depending on start date.This course will introduce students to Spanish language fundamentals with emphasis on all four modes of communication: reading, writing, speaking, and listening. Culture, geography, and history of the Spanish-speaking world are woven throughout the course. ",Online,Online,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$1285,"May 6, 2024","September 6, 2023 ","
95th percentile or above on a nationally normed, standardized grade-level achievement test, or
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or 
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available).  
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1128"
112,Northwestern University,Center for Talent Development,Sports Business Management,Leadership & Service,"This is a three-week course within the CTD Academic Summer Camp for Grades 9-12, meeting in-person Monday-Friday from 9am – 3 pm CDT. What does it take to run a multibillion-dollar sports team? In this fast-pitch course, we discuss league financial structures, marketing and communication strategies, legal affairs, and event management.  Consider the impact sports have on individuals, groups, and nations.  Present a research-based action plan to improve a chosen sports organization.   
OFFERED: June 25 – July 14, 2023, AND July 16 – August 4, 2023 ",Evanston,IL,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$2660,"August 4, 2023","July 16, 2023 ","
95th percentile or above on a nationally normed, standardized grade-level achievement test, or
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or 
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available).  
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1075"
113,Northwestern University,Center for Talent Development,Stop-Motion Storytelling (Gr. 4-5),Technology & Engineering,"This course runs Monday through Friday, July 10 – July 14. Tell your story, one frame at a time! This class reinforces the essentials of storytelling – plot, theme, character and setting – and applies them to the creation of original, stop-motion short films using advanced software and technology. Learn how to take, edit and create individual photos that add up to a moving story!",Chicago,IL,000,United States,No,Yes,Yes,Yes,No,No,Yes,0,0,0,Yes,$700,"July 14, 2023","July 10, 2023 ","
90th percentile or above on a nationally normed, standardized grade-level achievement test, or 
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available). Please note: Admission portfolio option is not available for all age levels in all programs.
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1048"
